Sales_Date,Region,Quantity_Sold,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Category,Product_ID,mean,std,cv,safety_stock
2023-08-04,South,328.0,,,,,,,,,,,,,,,,,,,
2023-08-04,West,307.0,,,,,,,,,,,,,,,,,,,
2023-08-05,East,338.0,,,,,,,,,,,,,,,,,,,
2023-08-05,North,293.0,,,,,,,,,,,,,,,,,,,
2023-08-05,South,330.0,,,,,,,,,,,,,,,,,,,
2023-08-05,West,266.0,,,,,,,,,,,,,,,,,,,
2023-08-06,East,399.0,,,,,,,,,,,,,,,,,,,
2023-08-06,North,399.0,,,,,,,,,,,,,,,,,,,
2023-08-06,South,233.0,,,,,,,,,,,,,,,,,,,
2023-08-06,West,427.0,,,,,,,,,,,,,,,,,,,
2023-08-07,East,230.0,,,,,,,,,,,,,,,,,,,
2023-08-07,North,418.0,,,,,,,,,,,,,,,,,,,
2023-08-07,South,269.0,,,,,,,,,,,,,,,,,,,
2023-08-07,West,437.0,,,,,,,,,,,,,,,,,,,
2023-08-08,East,405.0,,,,,,,,,,,,,,,,,,,
2023-08-08,North,276.0,,,,,,,,,,,,,,,,,,,
2023-08-08,South,371.0,,,,,,,,,,,,,,,,,,,
2023-08-08,West,468.0,,,,,,,,,,,,,,,,,,,
2023-08-09,East,311.0,,,,,,,,,,,,,,,,,,,
2023-08-09,North,335.0,,,,,,,,,,,,,,,,,,,
2023-08-09,South,474.0,,,,,,,,,,,,,,,,,,,
2023-08-09,West,389.0,,,,,,,,,,,,,,,,,,,
2023-08-10,East,421.0,,,,,,,,,,,,,,,,,,,
2023-08-10,North,286.0,,,,,,,,,,,,,,,,,,,
2023-08-10,South,257.0,,,,,,,,,,,,,,,,,,,
2023-08-10,West,387.0,,,,,,,,,,,,,,,,,,,
2023-08-11,East,325.0,,,,,,,,,,,,,,,,,,,
2023-08-11,North,383.0,,,,,,,,,,,,,,,,,,,
2023-08-11,South,475.0,,,,,,,,,,,,,,,,,,,
2023-08-11,West,331.0,,,,,,,,,,,,,,,,,,,
2023-08-12,East,295.0,,,,,,,,,,,,,,,,,,,
2023-08-12,North,340.0,,,,,,,,,,,,,,,,,,,
2023-08-12,South,257.0,,,,,,,,,,,,,,,,,,,
2023-08-12,West,268.0,,,,,,,,,,,,,,,,,,,
2023-08-13,East,343.0,,,,,,,,,,,,,,,,,,,
2023-08-13,North,351.0,,,,,,,,,,,,,,,,,,,
2023-08-13,South,273.0,,,,,,,,,,,,,,,,,,,
2023-08-13,West,351.0,,,,,,,,,,,,,,,,,,,
2023-08-14,East,383.0,,,,,,,,,,,,,,,,,,,
2023-08-14,North,319.0,,,,,,,,,,,,,,,,,,,
2023-08-14,South,427.0,,,,,,,,,,,,,,,,,,,
2023-08-14,West,228.0,,,,,,,,,,,,,,,,,,,
2023-08-15,East,365.0,,,,,,,,,,,,,,,,,,,
2023-08-15,North,432.0,,,,,,,,,,,,,,,,,,,
2023-08-15,South,394.0,,,,,,,,,,,,,,,,,,,
2023-08-15,West,383.0,,,,,,,,,,,,,,,,,,,
2023-08-16,East,393.0,,,,,,,,,,,,,,,,,,,
2023-08-16,North,375.0,,,,,,,,,,,,,,,,,,,
2023-08-16,South,427.0,,,,,,,,,,,,,,,,,,,
2023-08-16,West,308.0,,,,,,,,,,,,,,,,,,,
2023-08-17,East,329.0,,,,,,,,,,,,,,,,,,,
2023-08-17,North,344.0,,,,,,,,,,,,,,,,,,,
2023-08-17,South,581.0,,,,,,,,,,,,,,,,,,,
2023-08-17,West,296.0,,,,,,,,,,,,,,,,,,,
2023-08-18,East,376.0,,,,,,,,,,,,,,,,,,,
2023-08-18,North,389.0,,,,,,,,,,,,,,,,,,,
2023-08-18,South,354.0,,,,,,,,,,,,,,,,,,,
2023-08-18,West,365.0,,,,,,,,,,,,,,,,,,,
2023-08-19,East,311.0,,,,,,,,,,,,,,,,,,,
2023-08-19,North,309.0,,,,,,,,,,,,,,,,,,,
2023-08-19,South,377.0,,,,,,,,,,,,,,,,,,,
2023-08-19,West,424.0,,,,,,,,,,,,,,,,,,,
2023-08-20,East,368.0,,,,,,,,,,,,,,,,,,,
2023-08-20,North,303.0,,,,,,,,,,,,,,,,,,,
2023-08-20,South,292.0,,,,,,,,,,,,,,,,,,,
2023-08-20,West,324.0,,,,,,,,,,,,,,,,,,,
2023-08-21,East,198.0,,,,,,,,,,,,,,,,,,,
2023-08-21,North,343.0,,,,,,,,,,,,,,,,,,,
2023-08-21,South,402.0,,,,,,,,,,,,,,,,,,,
2023-08-21,West,445.0,,,,,,,,,,,,,,,,,,,
2023-08-22,East,428.0,,,,,,,,,,,,,,,,,,,
2023-08-22,North,355.0,,,,,,,,,,,,,,,,,,,
2023-08-22,South,283.0,,,,,,,,,,,,,,,,,,,
2023-08-22,West,300.0,,,,,,,,,,,,,,,,,,,
2023-08-23,East,280.0,,,,,,,,,,,,,,,,,,,
2023-08-23,North,319.0,,,,,,,,,,,,,,,,,,,
2023-08-23,South,333.0,,,,,,,,,,,,,,,,,,,
2023-08-23,West,373.0,,,,,,,,,,,,,,,,,,,
2023-08-24,East,348.0,,,,,,,,,,,,,,,,,,,
2023-08-24,North,362.0,,,,,,,,,,,,,,,,,,,
2023-08-24,South,424.0,,,,,,,,,,,,,,,,,,,
2023-08-24,West,338.0,,,,,,,,,,,,,,,,,,,
2023-08-25,East,290.0,,,,,,,,,,,,,,,,,,,
2023-08-25,North,284.0,,,,,,,,,,,,,,,,,,,
2023-08-25,South,297.0,,,,,,,,,,,,,,,,,,,
2023-08-25,West,419.0,,,,,,,,,,,,,,,,,,,
2023-08-26,East,340.0,,,,,,,,,,,,,,,,,,,
2023-08-26,North,443.0,,,,,,,,,,,,,,,,,,,
2023-08-26,South,349.0,,,,,,,,,,,,,,,,,,,
2023-08-26,West,360.0,,,,,,,,,,,,,,,,,,,
2023-08-27,East,383.0,,,,,,,,,,,,,,,,,,,
2023-08-27,North,313.0,,,,,,,,,,,,,,,,,,,
2023-08-27,South,259.0,,,,,,,,,,,,,,,,,,,
2023-08-27,West,531.0,,,,,,,,,,,,,,,,,,,
2023-08-28,East,314.0,,,,,,,,,,,,,,,,,,,
2023-08-28,North,377.0,,,,,,,,,,,,,,,,,,,
2023-08-28,South,257.0,,,,,,,,,,,,,,,,,,,
2023-08-28,West,372.0,,,,,,,,,,,,,,,,,,,
2023-08-29,East,326.0,,,,,,,,,,,,,,,,,,,
2023-08-29,North,314.0,,,,,,,,,,,,,,,,,,,
2023-08-29,South,353.0,,,,,,,,,,,,,,,,,,,
2023-08-29,West,263.0,,,,,,,,,,,,,,,,,,,
2023-08-30,East,415.0,,,,,,,,,,,,,,,,,,,
2023-08-30,North,385.0,,,,,,,,,,,,,,,,,,,
2023-08-30,South,350.0,,,,,,,,,,,,,,,,,,,
2023-08-30,West,381.0,,,,,,,,,,,,,,,,,,,
2023-08-31,East,330.0,,,,,,,,,,,,,,,,,,,
2023-08-31,North,381.0,,,,,,,,,,,,,,,,,,,
2023-08-31,South,380.0,,,,,,,,,,,,,,,,,,,
2023-08-31,West,405.0,,,,,,,,,,,,,,,,,,,
2023-09-01,East,386.0,,,,,,,,,,,,,,,,,,,
2023-09-01,North,220.0,,,,,,,,,,,,,,,,,,,
2023-09-01,South,388.0,,,,,,,,,,,,,,,,,,,
2023-09-01,West,239.0,,,,,,,,,,,,,,,,,,,
2023-09-02,East,287.0,,,,,,,,,,,,,,,,,,,
2023-09-02,North,368.0,,,,,,,,,,,,,,,,,,,
2023-09-02,South,370.0,,,,,,,,,,,,,,,,,,,
2023-09-02,West,428.0,,,,,,,,,,,,,,,,,,,
2023-09-03,East,340.0,,,,,,,,,,,,,,,,,,,
2023-09-03,North,314.0,,,,,,,,,,,,,,,,,,,
2023-09-03,South,208.0,,,,,,,,,,,,,,,,,,,
2023-09-03,West,373.0,,,,,,,,,,,,,,,,,,,
2023-09-04,East,361.0,,,,,,,,,,,,,,,,,,,
2023-09-04,North,379.0,,,,,,,,,,,,,,,,,,,
2023-09-04,South,275.0,,,,,,,,,,,,,,,,,,,
2023-09-04,West,398.0,,,,,,,,,,,,,,,,,,,
2023-09-05,East,431.0,,,,,,,,,,,,,,,,,,,
2023-09-05,North,272.0,,,,,,,,,,,,,,,,,,,
2023-09-05,South,306.0,,,,,,,,,,,,,,,,,,,
2023-09-05,West,339.0,,,,,,,,,,,,,,,,,,,
2023-09-06,East,346.0,,,,,,,,,,,,,,,,,,,
2023-09-06,North,365.0,,,,,,,,,,,,,,,,,,,
2023-09-06,South,355.0,,,,,,,,,,,,,,,,,,,
2023-09-06,West,445.0,,,,,,,,,,,,,,,,,,,
2023-09-07,East,281.0,,,,,,,,,,,,,,,,,,,
2023-09-07,North,403.0,,,,,,,,,,,,,,,,,,,
2023-09-07,South,237.0,,,,,,,,,,,,,,,,,,,
2023-09-07,West,521.0,,,,,,,,,,,,,,,,,,,
2023-09-08,East,366.0,,,,,,,,,,,,,,,,,,,
2023-09-08,North,370.0,,,,,,,,,,,,,,,,,,,
2023-09-08,South,286.0,,,,,,,,,,,,,,,,,,,
2023-09-08,West,406.0,,,,,,,,,,,,,,,,,,,
2023-09-09,East,425.0,,,,,,,,,,,,,,,,,,,
2023-09-09,North,347.0,,,,,,,,,,,,,,,,,,,
2023-09-09,South,328.0,,,,,,,,,,,,,,,,,,,
2023-09-09,West,336.0,,,,,,,,,,,,,,,,,,,
2023-09-10,East,499.0,,,,,,,,,,,,,,,,,,,
2023-09-10,North,283.0,,,,,,,,,,,,,,,,,,,
2023-09-10,South,338.0,,,,,,,,,,,,,,,,,,,
2023-09-10,West,464.0,,,,,,,,,,,,,,,,,,,
2023-09-11,East,324.0,,,,,,,,,,,,,,,,,,,
2023-09-11,North,349.0,,,,,,,,,,,,,,,,,,,
2023-09-11,South,375.0,,,,,,,,,,,,,,,,,,,
2023-09-11,West,335.0,,,,,,,,,,,,,,,,,,,
2023-09-12,East,200.0,,,,,,,,,,,,,,,,,,,
2023-09-12,North,289.0,,,,,,,,,,,,,,,,,,,
2023-09-12,South,386.0,,,,,,,,,,,,,,,,,,,
2023-09-12,West,405.0,,,,,,,,,,,,,,,,,,,
2023-09-13,East,355.0,,,,,,,,,,,,,,,,,,,
2023-09-13,North,367.0,,,,,,,,,,,,,,,,,,,
2023-09-13,South,298.0,,,,,,,,,,,,,,,,,,,
2023-09-13,West,377.0,,,,,,,,,,,,,,,,,,,
2023-09-14,East,287.0,,,,,,,,,,,,,,,,,,,
2023-09-14,North,322.0,,,,,,,,,,,,,,,,,,,
2023-09-14,South,266.0,,,,,,,,,,,,,,,,,,,
2023-09-14,West,202.0,,,,,,,,,,,,,,,,,,,
2023-09-15,East,333.0,,,,,,,,,,,,,,,,,,,
2023-09-15,North,323.0,,,,,,,,,,,,,,,,,,,
2023-09-15,South,303.0,,,,,,,,,,,,,,,,,,,
2023-09-15,West,436.0,,,,,,,,,,,,,,,,,,,
2023-09-16,East,447.0,,,,,,,,,,,,,,,,,,,
2023-09-16,North,328.0,,,,,,,,,,,,,,,,,,,
2023-09-16,South,323.0,,,,,,,,,,,,,,,,,,,
2023-09-16,West,275.0,,,,,,,,,,,,,,,,,,,
2023-09-17,East,289.0,,,,,,,,,,,,,,,,,,,
2023-09-17,North,392.0,,,,,,,,,,,,,,,,,,,
2023-09-17,South,302.0,,,,,,,,,,,,,,,,,,,
2023-09-17,West,347.0,,,,,,,,,,,,,,,,,,,
2023-09-18,East,423.0,,,,,,,,,,,,,,,,,,,
2023-09-18,North,410.0,,,,,,,,,,,,,,,,,,,
2023-09-18,South,281.0,,,,,,,,,,,,,,,,,,,
2023-09-18,West,435.0,,,,,,,,,,,,,,,,,,,
2023-09-19,East,299.0,,,,,,,,,,,,,,,,,,,
2023-09-19,North,367.0,,,,,,,,,,,,,,,,,,,
2023-09-19,South,285.0,,,,,,,,,,,,,,,,,,,
2023-09-19,West,291.0,,,,,,,,,,,,,,,,,,,
2023-09-20,East,370.0,,,,,,,,,,,,,,,,,,,
2023-09-20,North,417.0,,,,,,,,,,,,,,,,,,,
2023-09-20,South,273.0,,,,,,,,,,,,,,,,,,,
2023-09-20,West,187.0,,,,,,,,,,,,,,,,,,,
2023-09-21,East,501.0,,,,,,,,,,,,,,,,,,,
2023-09-21,North,394.0,,,,,,,,,,,,,,,,,,,
2023-09-21,South,291.0,,,,,,,,,,,,,,,,,,,
2023-09-21,West,275.0,,,,,,,,,,,,,,,,,,,
2023-09-22,East,303.0,,,,,,,,,,,,,,,,,,,
2023-09-22,North,339.0,,,,,,,,,,,,,,,,,,,
2023-09-22,South,339.0,,,,,,,,,,,,,,,,,,,
2023-09-22,West,370.0,,,,,,,,,,,,,,,,,,,
2023-09-23,East,374.0,,,,,,,,,,,,,,,,,,,
2023-09-23,North,383.0,,,,,,,,,,,,,,,,,,,
2023-09-23,South,425.0,,,,,,,,,,,,,,,,,,,
2023-09-23,West,367.0,,,,,,,,,,,,,,,,,,,
2023-09-24,East,328.0,,,,,,,,,,,,,,,,,,,
2023-09-24,North,484.0,,,,,,,,,,,,,,,,,,,
2023-09-24,South,224.0,,,,,,,,,,,,,,,,,,,
2023-09-24,West,347.0,,,,,,,,,,,,,,,,,,,
2023-09-25,East,407.0,,,,,,,,,,,,,,,,,,,
2023-09-25,North,373.0,,,,,,,,,,,,,,,,,,,
2023-09-25,South,433.0,,,,,,,,,,,,,,,,,,,
2023-09-25,West,370.0,,,,,,,,,,,,,,,,,,,
2023-09-26,East,408.0,,,,,,,,,,,,,,,,,,,
2023-09-26,North,346.0,,,,,,,,,,,,,,,,,,,
2023-09-26,South,200.0,,,,,,,,,,,,,,,,,,,
2023-09-26,West,370.0,,,,,,,,,,,,,,,,,,,
2023-09-27,East,367.0,,,,,,,,,,,,,,,,,,,
2023-09-27,North,279.0,,,,,,,,,,,,,,,,,,,
2023-09-27,South,315.0,,,,,,,,,,,,,,,,,,,
2023-09-27,West,357.0,,,,,,,,,,,,,,,,,,,
2023-09-28,East,380.0,,,,,,,,,,,,,,,,,,,
2023-09-28,North,270.0,,,,,,,,,,,,,,,,,,,
2023-09-28,South,315.0,,,,,,,,,,,,,,,,,,,
2023-09-28,West,401.0,,,,,,,,,,,,,,,,,,,
2023-09-29,East,438.0,,,,,,,,,,,,,,,,,,,
2023-09-29,North,390.0,,,,,,,,,,,,,,,,,,,
2023-09-29,South,305.0,,,,,,,,,,,,,,,,,,,
2023-09-29,West,466.0,,,,,,,,,,,,,,,,,,,
2023-09-30,East,507.0,,,,,,,,,,,,,,,,,,,
2023-09-30,North,244.0,,,,,,,,,,,,,,,,,,,
2023-09-30,South,383.0,,,,,,,,,,,,,,,,,,,
2023-09-30,West,297.0,,,,,,,,,,,,,,,,,,,
2023-10-01,East,327.0,,,,,,,,,,,,,,,,,,,
2023-10-01,North,271.0,,,,,,,,,,,,,,,,,,,
2023-10-01,South,389.0,,,,,,,,,,,,,,,,,,,
2023-10-01,West,393.0,,,,,,,,,,,,,,,,,,,
2023-10-02,East,371.0,,,,,,,,,,,,,,,,,,,
2023-10-02,North,371.0,,,,,,,,,,,,,,,,,,,
2023-10-02,South,282.0,,,,,,,,,,,,,,,,,,,
2023-10-02,West,366.0,,,,,,,,,,,,,,,,,,,
2023-10-03,East,482.0,,,,,,,,,,,,,,,,,,,
2023-10-03,North,256.0,,,,,,,,,,,,,,,,,,,
2023-10-03,South,291.0,,,,,,,,,,,,,,,,,,,
2023-10-03,West,534.0,,,,,,,,,,,,,,,,,,,
2023-10-04,East,302.0,,,,,,,,,,,,,,,,,,,
2023-10-04,North,371.0,,,,,,,,,,,,,,,,,,,
2023-10-04,South,335.0,,,,,,,,,,,,,,,,,,,
2023-10-04,West,392.0,,,,,,,,,,,,,,,,,,,
2023-10-05,East,263.0,,,,,,,,,,,,,,,,,,,
2023-10-05,North,354.0,,,,,,,,,,,,,,,,,,,
2023-10-05,South,400.0,,,,,,,,,,,,,,,,,,,
2023-10-05,West,358.0,,,,,,,,,,,,,,,,,,,
2023-10-06,East,386.0,,,,,,,,,,,,,,,,,,,
2023-10-06,North,392.0,,,,,,,,,,,,,,,,,,,
2023-10-06,South,264.0,,,,,,,,,,,,,,,,,,,
2023-10-06,West,344.0,,,,,,,,,,,,,,,,,,,
2023-10-07,East,294.0,,,,,,,,,,,,,,,,,,,
2023-10-07,North,395.0,,,,,,,,,,,,,,,,,,,
2023-10-07,South,408.0,,,,,,,,,,,,,,,,,,,
2023-10-07,West,254.0,,,,,,,,,,,,,,,,,,,
2023-10-08,East,400.0,,,,,,,,,,,,,,,,,,,
2023-10-08,North,280.0,,,,,,,,,,,,,,,,,,,
2023-10-08,South,353.0,,,,,,,,,,,,,,,,,,,
2023-10-08,West,265.0,,,,,,,,,,,,,,,,,,,
2023-10-09,East,323.0,,,,,,,,,,,,,,,,,,,
2023-10-09,North,543.0,,,,,,,,,,,,,,,,,,,
2023-10-09,South,317.0,,,,,,,,,,,,,,,,,,,
2023-10-09,West,449.0,,,,,,,,,,,,,,,,,,,
2023-10-10,East,371.0,,,,,,,,,,,,,,,,,,,
2023-10-10,North,399.0,,,,,,,,,,,,,,,,,,,
2023-10-10,South,426.0,,,,,,,,,,,,,,,,,,,
2023-10-10,West,322.0,,,,,,,,,,,,,,,,,,,
2023-10-11,East,419.0,,,,,,,,,,,,,,,,,,,
2023-10-11,North,338.0,,,,,,,,,,,,,,,,,,,
2023-10-11,South,367.0,,,,,,,,,,,,,,,,,,,
2023-10-11,West,349.0,,,,,,,,,,,,,,,,,,,
2023-10-12,East,428.0,,,,,,,,,,,,,,,,,,,
2023-10-12,North,429.0,,,,,,,,,,,,,,,,,,,
2023-10-12,South,406.0,,,,,,,,,,,,,,,,,,,
2023-10-12,West,257.0,,,,,,,,,,,,,,,,,,,
2023-10-13,East,432.0,,,,,,,,,,,,,,,,,,,
2023-10-13,North,318.0,,,,,,,,,,,,,,,,,,,
2023-10-13,South,267.0,,,,,,,,,,,,,,,,,,,
2023-10-13,West,413.0,,,,,,,,,,,,,,,,,,,
2023-10-14,East,310.0,,,,,,,,,,,,,,,,,,,
2023-10-14,North,416.0,,,,,,,,,,,,,,,,,,,
2023-10-14,South,267.0,,,,,,,,,,,,,,,,,,,
2023-10-14,West,309.0,,,,,,,,,,,,,,,,,,,
2023-10-15,East,262.0,,,,,,,,,,,,,,,,,,,
2023-10-15,North,304.0,,,,,,,,,,,,,,,,,,,
2023-10-15,South,310.0,,,,,,,,,,,,,,,,,,,
2023-10-15,West,246.0,,,,,,,,,,,,,,,,,,,
2023-10-16,East,395.0,,,,,,,,,,,,,,,,,,,
2023-10-16,North,212.0,,,,,,,,,,,,,,,,,,,
2023-10-16,South,349.0,,,,,,,,,,,,,,,,,,,
2023-10-16,West,372.0,,,,,,,,,,,,,,,,,,,
2023-10-17,East,222.0,,,,,,,,,,,,,,,,,,,
2023-10-17,North,371.0,,,,,,,,,,,,,,,,,,,
2023-10-17,South,370.0,,,,,,,,,,,,,,,,,,,
2023-10-17,West,302.0,,,,,,,,,,,,,,,,,,,
2023-10-18,East,418.0,,,,,,,,,,,,,,,,,,,
2023-10-18,North,361.0,,,,,,,,,,,,,,,,,,,
2023-10-18,South,276.0,,,,,,,,,,,,,,,,,,,
2023-10-18,West,345.0,,,,,,,,,,,,,,,,,,,
2023-10-19,East,265.0,,,,,,,,,,,,,,,,,,,
2023-10-19,North,403.0,,,,,,,,,,,,,,,,,,,
2023-10-19,South,272.0,,,,,,,,,,,,,,,,,,,
2023-10-19,West,330.0,,,,,,,,,,,,,,,,,,,
2023-10-20,East,296.0,,,,,,,,,,,,,,,,,,,
2023-10-20,North,381.0,,,,,,,,,,,,,,,,,,,
2023-10-20,South,373.0,,,,,,,,,,,,,,,,,,,
2023-10-20,West,367.0,,,,,,,,,,,,,,,,,,,
2023-10-21,East,236.0,,,,,,,,,,,,,,,,,,,
2023-10-21,North,284.0,,,,,,,,,,,,,,,,,,,
2023-10-21,South,342.0,,,,,,,,,,,,,,,,,,,
2023-10-21,West,332.0,,,,,,,,,,,,,,,,,,,
2023-10-22,East,329.0,,,,,,,,,,,,,,,,,,,
2023-10-22,North,255.0,,,,,,,,,,,,,,,,,,,
2023-10-22,South,391.0,,,,,,,,,,,,,,,,,,,
2023-10-22,West,168.0,,,,,,,,,,,,,,,,,,,
2023-10-23,East,378.0,,,,,,,,,,,,,,,,,,,
2023-10-23,North,361.0,,,,,,,,,,,,,,,,,,,
2023-10-23,South,406.0,,,,,,,,,,,,,,,,,,,
2023-10-23,West,394.0,,,,,,,,,,,,,,,,,,,
2023-10-24,East,406.0,,,,,,,,,,,,,,,,,,,
2023-10-24,North,288.0,,,,,,,,,,,,,,,,,,,
2023-10-24,South,314.0,,,,,,,,,,,,,,,,,,,
2023-10-24,West,391.0,,,,,,,,,,,,,,,,,,,
2023-10-25,East,255.0,,,,,,,,,,,,,,,,,,,
2023-10-25,North,430.0,,,,,,,,,,,,,,,,,,,
2023-10-25,South,284.0,,,,,,,,,,,,,,,,,,,
2023-10-25,West,338.0,,,,,,,,,,,,,,,,,,,
2023-10-26,East,318.0,,,,,,,,,,,,,,,,,,,
2023-10-26,North,423.0,,,,,,,,,,,,,,,,,,,
2023-10-26,South,323.0,,,,,,,,,,,,,,,,,,,
2023-10-26,West,322.0,,,,,,,,,,,,,,,,,,,
2023-10-27,East,349.0,,,,,,,,,,,,,,,,,,,
2023-10-27,North,403.0,,,,,,,,,,,,,,,,,,,
2023-10-27,South,257.0,,,,,,,,,,,,,,,,,,,
2023-10-27,West,295.0,,,,,,,,,,,,,,,,,,,
2023-10-28,East,393.0,,,,,,,,,,,,,,,,,,,
2023-10-28,North,271.0,,,,,,,,,,,,,,,,,,,
2023-10-28,South,325.0,,,,,,,,,,,,,,,,,,,
2023-10-28,West,253.0,,,,,,,,,,,,,,,,,,,
2023-10-29,East,306.0,,,,,,,,,,,,,,,,,,,
2023-10-29,North,338.0,,,,,,,,,,,,,,,,,,,
2023-10-29,South,436.0,,,,,,,,,,,,,,,,,,,
2023-10-29,West,264.0,,,,,,,,,,,,,,,,,,,
2023-10-30,East,328.0,,,,,,,,,,,,,,,,,,,
2023-10-30,North,451.0,,,,,,,,,,,,,,,,,,,
2023-10-30,South,277.0,,,,,,,,,,,,,,,,,,,
2023-10-30,West,405.0,,,,,,,,,,,,,,,,,,,
2023-10-31,East,229.0,,,,,,,,,,,,,,,,,,,
2023-10-31,North,288.0,,,,,,,,,,,,,,,,,,,
2023-10-31,South,336.0,,,,,,,,,,,,,,,,,,,
2023-10-31,West,262.0,,,,,,,,,,,,,,,,,,,
2023-11-01,East,357.0,,,,,,,,,,,,,,,,,,,
2023-11-01,North,250.0,,,,,,,,,,,,,,,,,,,
2023-11-01,South,430.0,,,,,,,,,,,,,,,,,,,
2023-11-01,West,468.0,,,,,,,,,,,,,,,,,,,
2023-11-02,East,419.0,,,,,,,,,,,,,,,,,,,
2023-11-02,North,307.0,,,,,,,,,,,,,,,,,,,
2023-11-02,South,315.0,,,,,,,,,,,,,,,,,,,
2023-11-02,West,419.0,,,,,,,,,,,,,,,,,,,
2023-11-03,East,258.0,,,,,,,,,,,,,,,,,,,
2023-11-03,North,322.0,,,,,,,,,,,,,,,,,,,
2023-11-03,South,292.0,,,,,,,,,,,,,,,,,,,
2023-11-03,West,329.0,,,,,,,,,,,,,,,,,,,
2023-11-04,East,401.0,,,,,,,,,,,,,,,,,,,
2023-11-04,North,292.0,,,,,,,,,,,,,,,,,,,
2023-11-04,South,365.0,,,,,,,,,,,,,,,,,,,
2023-11-04,West,397.0,,,,,,,,,,,,,,,,,,,
2023-11-05,East,281.0,,,,,,,,,,,,,,,,,,,
2023-11-05,North,377.0,,,,,,,,,,,,,,,,,,,
2023-11-05,South,206.0,,,,,,,,,,,,,,,,,,,
2023-11-05,West,252.0,,,,,,,,,,,,,,,,,,,
2023-11-06,East,398.0,,,,,,,,,,,,,,,,,,,
2023-11-06,North,322.0,,,,,,,,,,,,,,,,,,,
2023-11-06,South,358.0,,,,,,,,,,,,,,,,,,,
2023-11-06,West,335.0,,,,,,,,,,,,,,,,,,,
2023-11-07,East,246.0,,,,,,,,,,,,,,,,,,,
2023-11-07,North,335.0,,,,,,,,,,,,,,,,,,,
2023-11-07,South,339.0,,,,,,,,,,,,,,,,,,,
2023-11-07,West,263.0,,,,,,,,,,,,,,,,,,,
2023-11-08,East,226.0,,,,,,,,,,,,,,,,,,,
2023-11-08,North,331.0,,,,,,,,,,,,,,,,,,,
2023-11-08,South,212.0,,,,,,,,,,,,,,,,,,,
2023-11-08,West,363.0,,,,,,,,,,,,,,,,,,,
2023-11-09,East,215.0,,,,,,,,,,,,,,,,,,,
2023-11-09,North,371.0,,,,,,,,,,,,,,,,,,,
2023-11-09,South,344.0,,,,,,,,,,,,,,,,,,,
2023-11-09,West,319.0,,,,,,,,,,,,,,,,,,,
2023-11-10,East,396.0,,,,,,,,,,,,,,,,,,,
2023-11-10,North,386.0,,,,,,,,,,,,,,,,,,,
2023-11-10,South,415.0,,,,,,,,,,,,,,,,,,,
2023-11-10,West,284.0,,,,,,,,,,,,,,,,,,,
2023-11-11,East,320.0,,,,,,,,,,,,,,,,,,,
2023-11-11,North,436.0,,,,,,,,,,,,,,,,,,,
2023-11-11,South,207.0,,,,,,,,,,,,,,,,,,,
2023-11-11,West,350.0,,,,,,,,,,,,,,,,,,,
2023-11-12,East,392.0,,,,,,,,,,,,,,,,,,,
2023-11-12,North,333.0,,,,,,,,,,,,,,,,,,,
2023-11-12,South,357.0,,,,,,,,,,,,,,,,,,,
2023-11-12,West,337.0,,,,,,,,,,,,,,,,,,,
2023-11-13,East,366.0,,,,,,,,,,,,,,,,,,,
2023-11-13,North,343.0,,,,,,,,,,,,,,,,,,,
2023-11-13,South,283.0,,,,,,,,,,,,,,,,,,,
2023-11-13,West,420.0,,,,,,,,,,,,,,,,,,,
2023-11-14,East,273.0,,,,,,,,,,,,,,,,,,,
2023-11-14,North,325.0,,,,,,,,,,,,,,,,,,,
2023-11-14,South,428.0,,,,,,,,,,,,,,,,,,,
2023-11-14,West,242.0,,,,,,,,,,,,,,,,,,,
2023-11-15,East,327.0,,,,,,,,,,,,,,,,,,,
2023-11-15,North,405.0,,,,,,,,,,,,,,,,,,,
2023-11-15,South,326.0,,,,,,,,,,,,,,,,,,,
2023-11-15,West,456.0,,,,,,,,,,,,,,,,,,,
2023-11-16,East,291.0,,,,,,,,,,,,,,,,,,,
2023-11-16,North,319.0,,,,,,,,,,,,,,,,,,,
2023-11-16,South,176.0,,,,,,,,,,,,,,,,,,,
2023-11-16,West,357.0,,,,,,,,,,,,,,,,,,,
2023-11-17,East,294.0,,,,,,,,,,,,,,,,,,,
2023-11-17,North,376.0,,,,,,,,,,,,,,,,,,,
2023-11-17,South,326.0,,,,,,,,,,,,,,,,,,,
2023-11-17,West,296.0,,,,,,,,,,,,,,,,,,,
2023-11-18,East,302.0,,,,,,,,,,,,,,,,,,,
2023-11-18,North,416.0,,,,,,,,,,,,,,,,,,,
2023-11-18,South,316.0,,,,,,,,,,,,,,,,,,,
2023-11-18,West,263.0,,,,,,,,,,,,,,,,,,,
2023-11-19,East,237.0,,,,,,,,,,,,,,,,,,,
2023-11-19,North,401.0,,,,,,,,,,,,,,,,,,,
2023-11-19,South,330.0,,,,,,,,,,,,,,,,,,,
2023-11-19,West,314.0,,,,,,,,,,,,,,,,,,,
2023-11-20,East,325.0,,,,,,,,,,,,,,,,,,,
2023-11-20,North,403.0,,,,,,,,,,,,,,,,,,,
2023-11-20,South,245.0,,,,,,,,,,,,,,,,,,,
